Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Centro,-3.123989999999935,-60.02062999999998,Supermercado Fujii,-3.1229268465029207,-60.020799169575525,Department Store
Centro,-3.123989999999935,-60.02062999999998,Casillero Rock Bar,-3.1219435204941943,-60.0209161518083,Pub
Centro,-3.123989999999935,-60.02062999999998,Pastelaria João e Maria,-3.126163791228284,-60.01945327920785,Snack Place
Centro,-3.123989999999935,-60.02062999999998,O Pastelão,-3.1207230024592323,-60.021997354703856,Food Truck
Centro,-3.123989999999935,-60.02062999999998,Hotel e Cafeteria Seringal,-3.1291463603896,-60.02269600047181,Breakfast Spot
Centro,-3.123989999999935,-60.02062999999998,Teatro Amazonas,-3.13026400328893,-60.02314908159843,Theater
Centro,-3.123989999999935,-60.02062999999998,Caxiri Manaus,-3.129926129555036,-60.02296329493471,Northern Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Largo de São Sebastião,-3.1305125923625106,-60.02278775446335,Plaza
Centro,-3.123989999999935,-60.02062999999998,Picanha Mania,-3.1284230017656403,-60.01597550906868,BBQ Joint
Centro,-3.123989999999935,-60.02062999999998,Lindopan Casa de Pães,-3.1191455069100082,-60.021671677529106,Bakery
Centro,-3.123989999999935,-60.02062999999998,Centro Amazonense de Oftamologia - CAO,-3.128308439762272,-60.02176401206348,Optical Shop
Centro,-3.123989999999935,-60.02062999999998,Metro Importação,-3.1221505744817835,-60.015480538681814,Paper / Office Supplies Store
Centro,-3.123989999999935,-60.02062999999998,Galeria do Largo,-3.130071348877538,-60.02190316928695,Art Gallery
Centro,-3.123989999999935,-60.02062999999998,Norte Fitness,-3.129171494986347,-60.020334707380115,Gym
Centro,-3.123989999999935,-60.02062999999998,"Loja Hey You - Camisetas, música & diversão",-3.1251981525917003,-60.026595210434245,Boutique
Centro,-3.123989999999935,-60.02062999999998,Panadero,-3.125973479578111,-60.01578487126377,Candy Store
Centro,-3.123989999999935,-60.02062999999998,Cats Torteria,-3.1309782291110153,-60.01900223216676,Dessert Shop
Centro,-3.123989999999935,-60.02062999999998,Loppiano Pizza,-3.1175177864411245,-60.01686039577029,Pizza Place
Centro,-3.123989999999935,-60.02062999999998,Snoopy Bar,-3.121759451540847,-60.0201082599069,Bar
Centro,-3.123989999999935,-60.02062999999998,Praça do Congresso,-3.128517785077072,-60.02406120300293,Plaza
Centro,-3.123989999999935,-60.02062999999998,Praça São Sebastião,-3.1307296458524148,-60.02235303402686,Plaza
Centro,-3.123989999999935,-60.02062999999998,café da eli,-3.1247581932207646,-60.027626752198586,Diner
Centro,-3.123989999999935,-60.02062999999998,Tambaqui de Banda,-3.1309541359433726,-60.02283096480476,Northern Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Bar Papo De Esquina,-3.1217610901658595,-60.02224761941976,Bar
Centro,-3.123989999999935,-60.02062999999998,Tacaca Na Bossa,-3.1308133691872175,-60.02243808397454,Concert Hall
Centro,-3.123989999999935,-60.02062999999998,Museu Casa Eduardo Ribeiro,-3.1307241749736194,-60.02518945334306,Museum
Centro,-3.123989999999935,-60.02062999999998,Praça da Saudade,-3.127521489914097,-60.025906562805176,Plaza
Centro,-3.123989999999935,-60.02062999999998,Bar do Caldeira,-3.1305855619817082,-60.02599089966776,Bar
Centro,-3.123989999999935,-60.02062999999998,Casa da Pamonha,-3.131253695257814,-60.02333625192673,Vegetarian / Vegan Restaurant
Centro,-3.123989999999935,-60.02062999999998,Lanche do Careca Lindo,-3.12316463923885,-60.013418978212044,Snack Place
Centro,-3.123989999999935,-60.02062999999998,Sorveteria Glacial,-3.1172896967860004,-60.016548493001686,Ice Cream Shop
Centro,-3.123989999999935,-60.02062999999998,Cabaret Night Club,-3.1319646593536934,-60.02338943263277,Nightclub
Centro,-3.123989999999935,-60.02062999999998,Sorveteria Glacial,-3.123452620611303,-60.02028512816969,Dessert Shop
Centro,-3.123989999999935,-60.02062999999998,Academias Way Fitness,-3.1271573985477827,-60.02688899600811,Gym / Fitness Center
Centro,-3.123989999999935,-60.02062999999998,Casa Monsenhor,-3.1310659833416388,-60.022279993912186,Coffee Shop
Centro,-3.123989999999935,-60.02062999999998,Hotel Villa Amazônia,-3.1297949721044342,-60.02478414798626,Hotel
Centro,-3.123989999999935,-60.02062999999998,Kilo Mania,-3.128111047319184,-60.02814527347667,Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Bar do Armando,-3.1299301172998333,-60.02218156751443,Bar
Centro,-3.123989999999935,-60.02062999999998,Sabor e Requinte Restaurante,-3.132341461060247,-60.02224715010493,Restaurant
Centro,-3.123989999999935,-60.02062999999998,Skina dos Sucos 2,-3.1346933657966742,-60.02016642374045,Juice Bar
Centro,-3.123989999999935,-60.02062999999998,Forneria e Bistro Di Villa,-3.11325431583164,-60.0159785329616,Bistro
Centro,-3.123989999999935,-60.02062999999998,Palácio da Justiça,-3.129965148474089,-60.02397900849812,Art Gallery
Centro,-3.123989999999935,-60.02062999999998,Lanche Papaléguas,-3.121912494446844,-60.01531937591505,Snack Place
Centro,-3.123989999999935,-60.02062999999998,Banzeiro Cozinha Amazônica,-3.1121660896885435,-60.0166824620417,Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,O Alienígena,-3.1354385066278043,-60.020030228782,Used Bookstore
Centro,-3.123989999999935,-60.02062999999998,Local Hostel Manaus,-3.1309209764396138,-60.021577168771884,Hostel
Centro,-3.123989999999935,-60.02062999999998,Bob's,-3.1303557730074574,-60.019073674640104,Burger Joint
Centro,-3.123989999999935,-60.02062999999998,Parque Senador Jefferson Peres,-3.1359204828038827,-60.01665562976757,Park
Centro,-3.123989999999935,-60.02062999999998,Restaurante Calçada Alta,-3.1318045270295416,-60.02225744368166,Portuguese Restaurant
Centro,-3.123989999999935,-60.02062999999998,Museu da Polícia Militar do Amazonas,-3.1354818161514757,-60.02115514043681,Museum
Centro,-3.123989999999935,-60.02062999999998,Bar Petiscos,-3.1331577394929826,-60.01776879408985,Bar
Centro,-3.123989999999935,-60.02062999999998,Academia Eco-Fitness,-3.119169355045696,-60.01170803571618,Gym
Centro,-3.123989999999935,-60.02062999999998,Maison Gomes - Artes Culinárias,-3.129450650229685,-60.02912166399394,Bistro
Centro,-3.123989999999935,-60.02062999999998,Kilo Zito,-3.128156607199222,-60.01429002823394,Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Bar do Hotel Belíssimo,-3.127024543168989,-60.026179158459634,Hotel Bar
Centro,-3.123989999999935,-60.02062999999998,Atlética Atenas,-3.1154279848814896,-60.02695741928572,Gym / Fitness Center
Centro,-3.123989999999935,-60.02062999999998,Centro Cultural Palácio Rio Negro,-3.1358881972796246,-60.01633644104004,History Museum
Centro,-3.123989999999935,-60.02062999999998,Curso Preparatório Marechal Rondon,-3.126225153382972,-60.02663003613519,Middle School
Centro,-3.123989999999935,-60.02062999999998,Les Artistes Café - Teatro,-3.134424313297977,-60.027217080210136,Theater
Centro,-3.123989999999935,-60.02062999999998,Canto da Peixada,-3.117198673233728,-60.015431188982056,Fish & Chips Shop
Centro,-3.123989999999935,-60.02062999999998,Bemol,-3.132754752775265,-60.02337877067772,Department Store
Centro,-3.123989999999935,-60.02062999999998,Lanche do Gordo,-3.1171101685793667,-60.01675248200537,Sandwich Place
Centro,-3.123989999999935,-60.02062999999998,Academia Golfinho,-3.1250862449719343,-60.028038383800954,Gym
Centro,-3.123989999999935,-60.02062999999998,Lú Kitut's Delícias Regionais,-3.137403700555188,-60.01743570877406,Food Truck
Centro,-3.123989999999935,-60.02062999999998,Vitrine do Açaí,-3.12985975829384,-60.029045984064155,Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Praça Heliodoro Balbi,-3.1350847391674828,-60.021491646766655,Plaza
Centro,-3.123989999999935,-60.02062999999998,CT Brazilian Top Team,-3.115332083924264,-60.02685573827843,Martial Arts Dojo
Centro,-3.123989999999935,-60.02062999999998,Cheick Club,-3.1285497159899265,-60.02090380920389,Athletics & Sports
Centro,-3.123989999999935,-60.02062999999998,Café do Pina - desde 1950,-3.1348522252724367,-60.02210288095405,Coffee Shop
Centro,-3.123989999999935,-60.02062999999998,4 Fitness Club,-3.11413962150891,-60.014713866781285,Gymnastics Gym
Centro,-3.123989999999935,-60.02062999999998,Emporium Roma,-3.111419863576862,-60.014780304628864,Supermarket
Centro,-3.123989999999935,-60.02062999999998,Palacete Provincial,-3.135705176139803,-60.02104362286533,History Museum
Centro,-3.123989999999935,-60.02062999999998,Sorveteria Glacial,-3.113256598674454,-60.026539506062385,Ice Cream Shop
Centro,-3.123989999999935,-60.02062999999998,Aroma Café Lounge,-3.1158633656858012,-60.01404394505123,Café
Centro,-3.123989999999935,-60.02062999999998,Edisabor Natural,-3.115111,-60.013184,Vegetarian / Vegan Restaurant
Centro,-3.123989999999935,-60.02062999999998,Paladare Pizzaria,-3.120946815332628,-60.007565526559624,Pizza Place
Centro,-3.123989999999935,-60.02062999999998,Sopão do Professor,-3.111872257073296,-60.02651537009981,Brazilian Restaurant
Centro,-3.123989999999935,-60.02062999999998,Panificadora &  Lanchonete Brasil,-3.115489782703107,-60.024106235529956,Bakery
Centro,-3.123989999999935,-60.02062999999998,Feira da Aparecida,-3.129749164550844,-60.02869490489065,Farmers Market
Centro,-3.123989999999935,-60.02062999999998,Búfalo Baby,-3.1091324008067147,-60.01774192065702,BBQ Joint
Centro,-3.123989999999935,-60.02062999999998,Alentejo Cozinha Portuguesa,-3.109227458572538,-60.017840604449944,Portuguese Restaurant
Centro,-3.123989999999935,-60.02062999999998,Laguna Beach,-3.135671579938989,-60.02404464071551,Men's Store
Centro,-3.123989999999935,-60.02062999999998,Churrascaria Coqueiro Verde,-3.1283846065909167,-60.01371058801241,Churrascaria
Centro,-3.123989999999935,-60.02062999999998,Bemol Online,-3.138056184044155,-60.02393505387804,Department Store
Centro,-3.123989999999935,-60.02062999999998,Restaurante Chinês,-3.1341464021711096,-60.02195405568317,Chinese Restaurant
Centro,-3.123989999999935,-60.02062999999998,Zen Sushi Bar,-3.1219468000311137,-60.00753548996171,Japanese Restaurant
Centro,-3.123989999999935,-60.02062999999998,Lanche do Sérgio,-3.1299181405793304,-60.03244170967227,Diner
Centro,-3.123989999999935,-60.02062999999998,Pão & Companhia,-3.108762421296227,-60.02028158096541,Bakery
Centro,-3.123989999999935,-60.02062999999998,Emílio Lanche,-3.127663248434274,-60.006163703773865,Burger Joint
Centro,-3.123989999999935,-60.02062999999998,Churrascaria Búfalo,-3.1090469896926085,-60.0178911955772,BBQ Joint
Centro,-3.123989999999935,-60.02062999999998,Gaúcho's Churrascaria,-3.1125248965299637,-60.01127923516599,BBQ Joint
Centro,-3.123989999999935,-60.02062999999998,Top Internacional - Castelinho,-3.1129200639620564,-60.015350704030524,Liquor Store
Centro,-3.123989999999935,-60.02062999999998,Paço da Liberdade,-3.134380230162971,-60.027822473589055,Historic Site
Centro,-3.123989999999935,-60.02062999999998,Academia Atlética Atenas,-3.115566465838113,-60.0269501423486,Athletics & Sports
Centro,-3.123989999999935,-60.02062999999998,Bar do Metal,-3.1367612589124123,-60.01729819514621,Food
Centro,-3.123989999999935,-60.02062999999998,Domino's Pizza,-3.1074470565959342,-60.02179371878592,Pizza Place
Centro,-3.123989999999935,-60.02062999999998,Panificadora Lorena,-3.110488621926728,-60.02098684608562,Bakery
Centro,-3.123989999999935,-60.02062999999998,Teatro da Instalação,-3.133896289555391,-60.026279000024395,Theater
Centro,-3.123989999999935,-60.02062999999998,Felicori Gastronomia,-3.1090310563048202,-60.01237775717267,Restaurant
Centro,-3.123989999999935,-60.02062999999998,Restaurante Suysei,-3.12305570286639,-60.00320713070856,Japanese Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Kilo Mania,-3.128111047319184,-60.02814527347667,Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Maison Gomes - Artes Culinárias,-3.129450650229685,-60.02912166399394,Bistro
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,"Loja Hey You - Camisetas, música & diversão",-3.1251981525917003,-60.026595210434245,Boutique
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,café da eli,-3.1247581932207646,-60.027626752198586,Diner
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar do Caldeira,-3.1305855619817082,-60.02599089966776,Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Academias Way Fitness,-3.1271573985477827,-60.02688899600811,Gym / Fitness Center
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Vitrine do Açaí,-3.12985975829384,-60.029045984064155,Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Museu Casa Eduardo Ribeiro,-3.1307241749736194,-60.02518945334306,Museum
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Teatro Amazonas,-3.13026400328893,-60.02314908159843,Theater
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Praça da Saudade,-3.127521489914097,-60.025906562805176,Plaza
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Largo de São Sebastião,-3.1305125923625106,-60.02278775446335,Plaza
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Caxiri Manaus,-3.129926129555036,-60.02296329493471,Northern Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Lanche do Sérgio,-3.1299181405793304,-60.03244170967227,Diner
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Hotel e Cafeteria Seringal,-3.1291463603896,-60.02269600047181,Breakfast Spot
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Feira da Aparecida,-3.129749164550844,-60.02869490489065,Farmers Market
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Praça do Congresso,-3.128517785077072,-60.02406120300293,Plaza
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Les Artistes Café - Teatro,-3.134424313297977,-60.027217080210136,Theater
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Tambaqui de Banda,-3.1309541359433726,-60.02283096480476,Northern Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Hotel Villa Amazônia,-3.1297949721044342,-60.02478414798626,Hotel
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Galeria do Largo,-3.130071348877538,-60.02190316928695,Art Gallery
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Casa da Pamonha,-3.131253695257814,-60.02333625192673,Vegetarian / Vegan Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Cabaret Night Club,-3.1319646593536934,-60.02338943263277,Nightclub
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Praça São Sebastião,-3.1307296458524148,-60.02235303402686,Plaza
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Academia Golfinho,-3.1250862449719343,-60.028038383800954,Gym
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Tacaca Na Bossa,-3.1308133691872175,-60.02243808397454,Concert Hall
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar do Hotel Belíssimo,-3.127024543168989,-60.026179158459634,Hotel Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Centro Amazonense de Oftamologia - CAO,-3.128308439762272,-60.02176401206348,Optical Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Curso Preparatório Marechal Rondon,-3.126225153382972,-60.02663003613519,Middle School
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Norte Fitness,-3.129171494986347,-60.020334707380115,Gym
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Palácio da Justiça,-3.129965148474089,-60.02397900849812,Art Gallery
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Paço da Liberdade,-3.134380230162971,-60.027822473589055,Historic Site
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Cats Torteria,-3.1309782291110153,-60.01900223216676,Dessert Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Escola de Samba Mocidade Independente de Aparecida,-3.127823861048199,-60.03077328098839,Samba School
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Casa Monsenhor,-3.1310659833416388,-60.022279993912186,Coffee Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Supermercado Fujii,-3.1229268465029207,-60.020799169575525,Department Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sabor e Requinte Restaurante,-3.132341461060247,-60.02224715010493,Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Casillero Rock Bar,-3.1219435204941943,-60.0209161518083,Pub
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,O Pastelão,-3.1207230024592323,-60.021997354703856,Food Truck
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bemol,-3.132754752775265,-60.02337877067772,Department Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Skina dos Sucos 2,-3.1346933657966742,-60.02016642374045,Juice Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar do Armando,-3.1299301172998333,-60.02218156751443,Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Museu da Polícia Militar do Amazonas,-3.1354818161514757,-60.02115514043681,Museum
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Pastelaria João e Maria,-3.126163791228284,-60.01945327920785,Snack Place
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Restaurante Calçada Alta,-3.1318045270295416,-60.02225744368166,Portuguese Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,O Alienígena,-3.1354385066278043,-60.020030228782,Used Bookstore
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Teatro da Instalação,-3.133896289555391,-60.026279000024395,Theater
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Laguna Beach,-3.135671579938989,-60.02404464071551,Men's Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bemol Online,-3.138056184044155,-60.02393505387804,Department Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Estádio Ismael Benigno (Colina),-3.121832265312457,-60.03805466240295,Soccer Stadium
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Café do Pina - desde 1950,-3.1348522252724367,-60.02210288095405,Coffee Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Tropical Burguers,-3.1331682052104908,-60.027796852336195,Burger Joint
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Lindopan Casa de Pães,-3.1191455069100082,-60.021671677529106,Bakery
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Praça Heliodoro Balbi,-3.1350847391674828,-60.021491646766655,Plaza
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Picanha Mania,-3.1284230017656403,-60.01597550906868,BBQ Joint
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Local Hostel Manaus,-3.1309209764396138,-60.021577168771884,Hostel
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Peixaria do Joca,-3.127246020020074,-60.04171850603654,Seafood Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Parque Rio Negro,-3.1281423386639267,-60.035830013742675,Park
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Palacete Provincial,-3.135705176139803,-60.02104362286533,History Museum
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Peixaria do Conde,-3.1258486354797643,-60.04258435498629,Fish & Chips Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Parque Senador Jefferson Peres,-3.1359204828038827,-60.01665562976757,Park
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar Papo De Esquina,-3.1217610901658595,-60.02224761941976,Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Atlética Atenas,-3.1154279848814896,-60.02695741928572,Gym / Fitness Center
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Lú Kitut's Delícias Regionais,-3.137403700555188,-60.01743570877406,Food Truck
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Lanche da Glória,-3.1204188421479,-60.03656029701232,Burger Joint
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Restaurante Chinês,-3.1341464021711096,-60.02195405568317,Chinese Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Top Internacional - Centro,-3.1364951168257673,-60.023973578227164,Cosmetics Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Panadero,-3.125973479578111,-60.01578487126377,Candy Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar Petiscos,-3.1331577394929826,-60.01776879408985,Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Centro Cultural Palácio Rio Negro,-3.1358881972796246,-60.01633644104004,History Museum
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Paço Municipal de Manaus,-3.1343228087899737,-60.028467207615776,Art Gallery
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bemol,-3.13358459561343,-60.024442163578925,Department Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Loppiano Pizza,-3.1175177864411245,-60.01686039577029,Pizza Place
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Snoopy Bar,-3.121759451540847,-60.0201082599069,Bar
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,CT Brazilian Top Team,-3.115332083924264,-60.02685573827843,Martial Arts Dojo
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Metro Importação,-3.1221505744817835,-60.015480538681814,Paper / Office Supplies Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Mary Restaurante,-3.1269409785406226,-60.026724334572776,Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bob's,-3.1303557730074574,-60.019073674640104,Burger Joint
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sorveteria Karu,-3.1187720169642357,-60.037358635577206,Dessert Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Pare & Leve,-3.1388905240341884,-60.02329167016493,Gourmet Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Gracie Barra São Raimundo,-3.127571871199107,-60.03639730409904,Martial Arts Dojo
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Mercado Municipal Adolpho Lisboa,-3.140045217603729,-60.02360147629703,Market
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Riachuelo,-3.1342058361680674,-60.02403804490945,Clothing Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Deo Academy,-3.1148419453440703,-60.035804897858775,Athletics & Sports
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sorveteria Glacial,-3.113256598674454,-60.026539506062385,Ice Cream Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Cheick Club,-3.1285497159899265,-60.02090380920389,Athletics & Sports
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Restaurante Malagueta,-3.1257814276190365,-60.0272989888502,Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sopão do Professor,-3.111872257073296,-60.02651537009981,Brazilian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Hotel Farol da Barra,-3.130132173466729,-60.02769312891237,Hotel
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sorveteria Glacial,-3.123452620611303,-60.02028512816969,Dessert Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Drogaria Farma Bem,-3.1152496674749144,-60.03071166864584,Pharmacy
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Deo Academy,-3.1147944052691052,-60.035766767834275,Gym / Fitness Center
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Br Eletron,-3.1192686979406874,-60.0249927577729,Electronics Store
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Lanche do Careca Lindo,-3.12316463923885,-60.013418978212044,Snack Place
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Sorveteria Glacial,-3.1172896967860004,-60.016548493001686,Ice Cream Shop
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Bar do Metal,-3.1367612589124123,-60.01729819514621,Food
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Mr Service,-3.1289735795778135,-60.02787183521535,Arcade
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Academia Atlética Atenas,-3.115566465838113,-60.0269501423486,Athletics & Sports
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Pizza Express,-3.1227248288244565,-60.03692330757258,Pizza Place
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Amo Lasanha,-3.117686082678222,-60.02241225284462,Italian Restaurant
Nossa Senhora Aparecida,-3.1278299999999604,-60.02899999999994,Drogaria Santo Remédio,-3.118410310678645,-60.03968369119328,Pharmacy
Presidente Vargas,-3.117879999999957,-60.02899999999994,Atlética Atenas,-3.1154279848814896,-60.02695741928572,Gym / Fitness Center
Presidente Vargas,-3.117879999999957,-60.02899999999994,CT Brazilian Top Team,-3.115332083924264,-60.02685573827843,Martial Arts Dojo
Presidente Vargas,-3.117879999999957,-60.02899999999994,Sorveteria Glacial,-3.113256598674454,-60.026539506062385,Ice Cream Shop
Presidente Vargas,-3.117879999999957,-60.02899999999994,Sopão do Professor,-3.111872257073296,-60.02651537009981,Brazilian Restaurant
Presidente Vargas,-3.117879999999957,-60.02899999999994,café da eli,-3.1247581932207646,-60.027626752198586,Diner
Presidente Vargas,-3.117879999999957,-60.02899999999994,Drogaria Farma Bem,-3.1152496674749144,-60.03071166864584,Pharmacy
Presidente Vargas,-3.117879999999957,-60.02899999999994,"Loja Hey You - Camisetas, música & diversão",-3.1251981525917003,-60.026595210434245,Boutique
Presidente Vargas,-3.117879999999957,-60.02899999999994,O Pastelão,-3.1207230024592323,-60.021997354703856,Food Truck
Presidente Vargas,-3.117879999999957,-60.02899999999994,Lindopan Casa de Pães,-3.1191455069100082,-60.021671677529106,Bakery
Presidente Vargas,-3.117879999999957,-60.02899999999994,Academia Atlética Atenas,-3.115566465838113,-60.0269501423486,Athletics & Sports
Presidente Vargas,-3.117879999999957,-60.02899999999994,Deo Academy,-3.1148419453440703,-60.035804897858775,Athletics & Sports
Presidente Vargas,-3.117879999999957,-60.02899999999994,Casillero Rock Bar,-3.1219435204941943,-60.0209161518083,Pub
Presidente Vargas,-3.117879999999957,-60.02899999999994,Supermercado Fujii,-3.1229268465029207,-60.020799169575525,Department Store
Presidente Vargas,-3.117879999999957,-60.02899999999994,Deo Academy,-3.1147944052691052,-60.035766767834275,Gym / Fitness Center
Presidente Vargas,-3.117879999999957,-60.02899999999994,Panificadora &  Lanchonete Brasil,-3.115489782703107,-60.024106235529956,Bakery
Presidente Vargas,-3.117879999999957,-60.02899999999994,Boteco Spettos,-3.1219216613861063,-60.02282444814857,Beer Garden
Presidente Vargas,-3.117879999999957,-60.02899999999994,Estádio Ismael Benigno (Colina),-3.121832265312457,-60.03805466240295,Soccer Stadium
